,Airline,Destination,Total_Stops,Price,journey_day,journey_month,Dep_Time_hour,Dep_Time_minute,Arrival_Time_hour,Arrival_Time_minute,Duration_hours,Duration_mins,,Airline
2280,7,4,1,11050,3,9,4,0,19,15,15,15,,Air India
2281,7,2,0,6961,21,5,10,0,12,45,2,45,,Air India
2282,10,3,1,14231,24,3,21,10,9,15,12,5,,Jet Airways
2283,10,4,2,10919,27,6,14,35,12,35,22,0,,Jet Airways
2284,7,4,2,10913,27,3,7,0,19,15,12,15,,Air India
2285,3,0,0,5277,27,6,22,5,0,25,2,20,,IndiGo
2286,8,4,1,7485,21,5,10,20,21,0,10,40,,Multiple carriers
2287,10,3,1,14231,24,3,16,55,16,20,23,25,,Jet Airways
2288,4,4,1,4201,4,6,7,25,13,35,6,10,,GoAir
2289,7,4,0,7931,3,6,14,10,17,10,3,0,,Air India
2290,8,4,1,6513,15,5,14,55,22,30,7,35,,Multiple carriers
2291,10,4,1,14714,6,6,15,0,19,0,28,0,,Jet Airways
2292,3,3,1,6218,5,9,18,5,23,30,5,25,,IndiGo
2293,7,4,2,8603,27,6,12,0,19,15,7,15,,Air India
2294,3,4,1,7318,21,5,8,30,21,0,12,30,,IndiGo
2295,8,4,1,13504,15,6,10,0,19,0,9,0,,Multiple carriers
2296,8,4,1,9646,15,5,7,5,22,30,15,25,,Multiple carriers
2297,3,3,0,5224,27,5,11,30,14,5,2,35,,IndiGo
2298,10,3,1,12692,6,12,9,35,18,0,8,25,,Jet Airways
2299,10,3,1,9689,6,6,10,20,17,35,7,15,,Jet Airways
2300,7,3,2,13033,5,9,10,0,1,20,15,20,,Air India
2301,10,3,1,13626,6,12,6,30,16,20,9,50,,Jet Airways
2302,3,1,0,2754,18,5,19,5,20,35,1,30,,IndiGo
2303,10,3,1,12121,5,9,17,0,9,45,16,45,,Jet Airways
2304,3,2,0,3419,24,4,1,30,4,15,2,45,,IndiGo
2305,7,3,2,13033,21,5,10,0,1,20,15,20,,Air India
2306,3,3,0,4174,4,6,4,40,7,15,2,35,,IndiGo
2307,2,4,1,6152,27,6,7,55,22,25,14,30,,Air Asia
2308,7,4,0,5201,27,6,5,10,8,0,2,50,,Air India
2309,10,2,1,9134,15,3,7,0,16,10,9,10,,Jet Airways
2310,7,3,2,13243,18,5,7,0,1,20,18,20,,Air India
2311,10,4,2,15129,27,5,5,30,4,25,22,55,,Jet Airways
2312,10,1,0,2759,5,9,19,35,21,5,1,30,,Jet Airways
2313,3,2,0,4423,15,5,6,5,8,50,2,45,,IndiGo
2314,5,3,1,9187,18,5,7,10,22,40,15,30,,Vistara
2315,8,4,1,7740,18,5,7,10,22,30,15,20,,Multiple carriers
2316,10,2,0,6144,24,5,19,50,22,50,3,0,,Jet Airways
2317,8,4,1,10877,6,9,4,55,12,35,7,40,,Multiple carriers
2318,3,4,1,6442,15,6,11,55,22,30,10,35,,IndiGo
2319,3,4,1,7048,27,3,4,45,15,30,10,45,,IndiGo
2320,8,4,1,5797,27,6,15,15,1,30,10,15,,Multiple carriers
2321,7,2,2,10573,3,3,6,45,23,55,17,10,,Air India
2322,3,4,1,7503,15,5,8,30,21,0,12,30,,IndiGo
2323,3,4,1,6104,6,12,17,30,1,30,8,0,,IndiGo
2324,10,3,1,9663,5,9,21,10,8,15,11,5,,Jet Airways
2325,10,2,0,5769,6,3,11,10,14,5,2,55,,Jet Airways
2326,7,1,0,3100,15,6,13,55,15,25,1,30,,Air India
2327,10,4,1,12373,18,5,17,30,4,25,10,55,,Jet Airways
2328,1,3,0,3815,15,3,9,0,11,30,2,30,,SpiceJet
2329,10,4,2,14300,15,6,12,15,12,35,24,20,,Jet Airways
2330,3,2,0,4823,6,1,7,10,10,5,2,55,,IndiGo
2331,3,1,0,2754,18,6,19,5,20,35,1,30,,IndiGo
2332,8,4,1,9736,6,3,6,0,19,15,13,15,,Multiple carriers
2333,10,2,1,7280,21,3,9,45,14,25,4,40,,Jet Airways
2334,8,4,1,7408,6,9,8,0,21,0,13,0,,Multiple carriers
2335,10,3,1,13044,6,12,20,0,12,0,16,0,,Jet Airways
2336,7,3,2,12723,24,5,5,50,23,15,17,25,,Air India
2337,10,3,1,8586,5,6,16,30,4,40,12,10,,Jet Airways
2338,3,4,1,6316,6,12,16,0,1,30,9,30,,IndiGo
2339,10,4,1,15554,5,9,9,0,19,0,10,0,,Jet Airways
2340,1,1,0,2385,15,3,13,10,14,30,1,20,,SpiceJet
2341,8,4,1,13587,6,9,13,0,21,0,8,0,,Multiple carriers
2342,3,4,1,13790,3,3,2,35,8,30,5,55,,IndiGo
2343,7,4,2,10975,15,5,9,45,9,25,23,40,,Air India
2344,10,3,1,14388,21,5,8,25,9,20,24,55,,Jet Airways
2345,8,4,1,7198,6,6,18,0,1,30,7,30,,Multiple carriers
2346,10,4,2,13029,5,9,9,40,12,35,26,55,,Jet Airways
2347,8,4,1,12717,27,5,7,5,19,15,12,10,,Multiple carriers
2348,3,4,1,14871,3,3,6,40,13,20,6,40,,IndiGo
2349,10,3,2,10118,6,6,6,30,20,50,14,20,,Jet Airways
2350,10,4,1,10262,6,6,22,50,4,25,5,35,,Jet Airways
2351,10,1,0,2071,24,3,2,55,4,25,1,30,,Jet Airways
2352,7,2,0,5228,27,4,21,5,23,55,2,50,,Air India
2353,10,2,1,7832,21,3,16,55,11,25,18,30,,Jet Airways
2354,8,4,1,7005,6,6,11,40,21,0,9,20,,Multiple carriers
2355,10,4,2,14237,6,9,18,25,12,35,18,10,,Jet Airways
2356,1,2,0,3971,4,6,21,10,0,5,2,55,,SpiceJet
2357,3,2,0,3943,21,6,22,10,1,0,2,50,,IndiGo
2358,3,4,1,8574,27,3,6,40,15,30,8,50,,IndiGo
2359,7,4,2,12646,15,6,5,55,19,15,13,20,,Air India
2360,10,4,2,13082,21,3,13,0,18,50,29,50,,Jet Airways
2361,10,3,1,13941,21,5,8,25,8,15,23,50,,Jet Airways
2362,4,4,1,5135,4,6,7,0,12,55,5,55,,GoAir
2363,7,3,1,11096,21,5,10,0,20,25,10,25,,Air India
2364,10,2,1,13555,18,3,22,50,9,30,10,40,,Jet Airways
2365,5,2,0,5403,4,12,9,45,12,35,2,50,,Vistara
2366,10,4,2,15812,24,6,11,40,19,0,7,20,,Jet Airways
2367,10,3,1,14781,21,5,20,0,8,15,12,15,,Jet Airways
2368,7,4,1,8907,6,6,13,30,23,0,9,30,,Air India
2369,7,3,0,4145,5,3,20,45,23,20,2,35,,Air India
2370,10,3,1,14151,6,9,20,25,9,45,13,20,,Jet Airways
2371,8,4,1,7845,27,3,6,0,15,30,9,30,,Multiple carriers
2372,8,4,1,8099,15,5,9,15,19,15,10,0,,Multiple carriers
2373,8,4,1,13377,27,5,15,0,1,30,10,30,,Multiple carriers
2374,7,2,2,12734,3,12,6,50,11,20,28,30,,Air India
2375,10,4,1,10262,6,3,22,50,4,25,5,35,,Jet Airways
2376,10,2,0,7229,15,5,18,55,22,0,3,5,,Jet Airways
2377,5,1,1,12395,3,6,8,45,9,25,24,40,,Vistara
2378,10,3,1,11134,24,3,19,45,9,15,13,30,,Jet Airways
2379,10,4,1,6540,21,3,13,0,18,50,5,50,,Jet Airways
2380,8,4,1,7354,6,6,6,40,19,15,12,35,,Multiple carriers
2381,7,4,2,9548,24,6,12,0,7,40,19,40,,Air India
2382,5,3,1,9187,5,1,7,10,10,45,27,35,,Vistara
2383,3,4,1,5054,5,9,7,35,12,10,4,35,,IndiGo
2384,7,3,1,10413,6,9,10,0,20,25,10,25,,Air India
2385,3,3,0,4804,27,5,21,25,0,5,2,40,,IndiGo
2386,3,1,0,4049,15,6,6,25,7,55,1,30,,IndiGo
2387,8,4,1,6795,27,6,19,0,1,30,6,30,,Multiple carriers
2388,7,3,0,4435,21,3,20,45,23,20,2,35,,Air India
2389,10,3,1,6224,6,12,16,30,4,40,12,10,,Jet Airways
2390,3,3,0,4804,6,12,20,20,22,55,2,35,,IndiGo
2391,3,4,1,6171,15,4,5,5,16,10,11,5,,IndiGo
2392,3,4,1,6093,6,3,11,25,21,0,9,35,,IndiGo
2393,3,3,0,4174,4,12,17,15,19,50,2,35,,IndiGo
2394,3,1,0,3342,5,6,2,35,4,5,1,30,,IndiGo
2395,8,4,1,13587,6,3,10,0,21,0,11,0,,Multiple carriers
2396,10,4,1,16079,21,5,21,50,4,25,6,35,,Jet Airways
2397,3,4,0,6015,18,4,5,35,8,50,3,15,,IndiGo
2398,10,3,1,13067,24,5,17,0,19,10,26,10,,Jet Airways
2399,8,4,1,9103,15,5,4,55,12,35,7,40,,Multiple carriers
2400,10,3,1,14151,24,5,20,25,23,35,27,10,,Jet Airways
2401,10,4,2,11538,27,3,6,20,18,50,12,30,,Jet Airways
2402,3,4,2,8146,3,9,8,35,21,20,12,45,,IndiGo
2403,7,3,1,6117,5,6,19,0,4,40,9,40,,Air India
2404,10,4,1,17024,3,3,2,15,4,25,26,10,,Jet Airways
2405,10,2,1,22270,3,1,14,5,7,40,17,35,,Jet Airways
2406,10,3,1,12692,6,9,20,25,21,5,24,40,,Jet Airways
2407,5,3,1,8610,6,12,7,10,20,20,13,10,,Vistara
2408,8,4,1,6723,24,6,7,10,22,30,15,20,,Multiple carriers
2409,5,2,0,4878,5,12,17,0,19,35,2,35,,Vistara
2410,10,2,1,16736,3,6,20,35,7,40,11,5,,Jet Airways
2411,10,3,1,11134,24,3,13,55,9,15,19,20,,Jet Airways
2412,3,2,0,3943,5,3,4,0,6,50,2,50,,IndiGo
2413,8,4,1,13587,6,12,9,0,21,0,12,0,,Multiple carriers
2414,10,4,2,16914,3,6,5,25,4,25,23,0,,Jet Airways
2415,1,1,0,1965,18,5,22,45,0,15,1,30,,SpiceJet
2416,8,4,1,8073,5,9,13,0,21,0,8,0,,Multiple carriers
2417,3,2,0,3943,6,3,13,0,15,50,2,50,,IndiGo
2418,3,3,1,5170,5,12,15,15,20,5,4,50,,IndiGo
2419,4,2,0,3398,15,5,11,40,14,30,2,50,,GoAir
2420,2,3,0,4409,18,4,10,20,12,55,2,35,,Air Asia
2421,10,2,0,8541,21,6,17,45,20,45,3,0,,Jet Airways
2422,3,2,0,4777,21,3,4,0,6,50,2,50,,IndiGo
2423,1,3,0,3847,18,3,22,20,0,40,2,20,,SpiceJet
2424,10,3,1,7064,4,1,18,55,12,0,17,5,,Jet Airways
2425,5,2,0,4668,27,5,21,0,23,50,2,50,,Vistara
2426,1,1,0,1965,18,3,22,45,0,10,1,25,,SpiceJet
2427,10,3,1,14781,21,5,6,30,16,20,9,50,,Jet Airways
2428,3,1,0,4049,15,6,9,10,10,40,1,30,,IndiGo
2429,10,3,1,13584,18,5,18,55,8,15,13,20,,Jet Airways
2430,10,4,1,12373,18,5,20,55,12,35,15,40,,Jet Airways
2431,10,4,1,16079,27,5,16,0,19,0,27,0,,Jet Airways
2432,10,2,0,7229,24,5,8,20,11,20,3,0,,Jet Airways
2433,10,2,1,17471,3,6,21,25,21,20,23,55,,Jet Airways
2434,10,3,1,14781,5,12,6,30,16,20,9,50,,Jet Airways
2435,10,3,1,14571,6,9,6,30,19,50,13,20,,Jet Airways
2436,8,4,1,10197,18,5,3,50,12,35,8,45,,Multiple carriers
2437,1,4,1,5975,6,1,17,55,22,50,4,55,,SpiceJet
2438,8,4,1,8535,4,9,17,45,1,30,7,45,,Multiple carriers
2439,8,4,1,12537,27,3,9,55,21,0,11,5,,Multiple carriers
2440,7,3,0,4145,24,5,20,45,23,20,2,35,,Air India
2441,3,1,0,4049,15,3,9,10,10,40,1,30,,IndiGo
2442,2,3,1,5192,5,9,22,40,10,40,12,0,,Air Asia
2443,7,2,0,6121,5,9,21,5,23,55,2,50,,Air India
2444,7,4,1,8669,24,6,3,50,19,15,15,25,,Air India
2445,8,4,1,8476,18,5,6,0,19,15,13,15,,Multiple carriers
2446,1,1,0,2647,21,6,5,45,7,15,1,30,,SpiceJet
2447,10,4,1,14714,6,6,20,55,19,0,22,5,,Jet Airways
2448,7,4,1,10566,3,6,20,30,8,15,11,45,,Air India
2449,10,4,1,10262,15,6,11,30,19,0,7,30,,Jet Airways
2450,8,4,1,8098,21,3,10,0,1,35,15,35,,Multiple carriers
2451,8,4,1,6883,27,3,10,0,21,0,11,0,,Multiple carriers
2452,8,4,1,16108,15,6,10,0,19,15,9,15,,Multiple carriers
2453,1,3,0,4413,18,3,17,15,19,45,2,30,,SpiceJet
2454,10,4,2,10919,6,1,14,35,12,35,22,0,,Jet Airways
2455,3,3,0,4804,5,9,21,25,0,5,2,40,,IndiGo
2456,10,3,1,10539,6,6,20,25,10,55,14,30,,Jet Airways
2457,3,2,0,4377,3,9,22,20,1,10,2,50,,IndiGo
2458,7,2,0,6961,6,6,6,10,8,55,2,45,,Air India
2459,8,4,1,7408,27,5,13,0,21,0,8,0,,Multiple carriers
2460,3,2,0,4823,5,9,18,55,21,50,2,55,,IndiGo
2461,3,3,0,5198,21,3,14,20,16,55,2,35,,IndiGo
2462,10,4,1,10262,6,1,17,30,19,0,25,30,,Jet Airways
2463,5,2,0,5613,27,4,17,0,19,35,2,35,,Vistara
2464,10,4,1,10262,6,12,20,55,4,25,7,30,,Jet Airways
2465,3,1,0,5755,5,3,9,10,10,40,1,30,,IndiGo
2466,5,0,0,3687,21,5,7,5,9,20,2,15,,Vistara
2467,10,1,0,5678,6,3,19,35,21,5,1,30,,Jet Airways
2468,8,4,1,13542,21,3,18,15,1,35,7,20,,Multiple carriers
2469,10,4,1,12347,21,3,19,15,18,50,23,35,,Jet Airways
2470,10,3,1,12384,21,5,9,35,19,10,9,35,,Jet Airways
2471,10,4,2,10909,4,9,5,30,4,25,22,55,,Jet Airways
2472,3,2,0,4823,6,3,16,55,19,55,3,0,,IndiGo
2473,3,4,1,6069,6,12,16,0,21,0,5,0,,IndiGo
2474,10,4,1,12898,21,5,16,0,19,0,27,0,,Jet Airways
2475,3,3,0,4804,15,6,4,40,7,15,2,35,,IndiGo
2476,10,3,1,10031,24,3,8,25,4,45,20,20,,Jet Airways
2477,3,4,1,6442,6,9,7,35,22,30,14,55,,IndiGo
2478,7,4,2,9653,21,5,12,0,7,40,19,40,,Air India
2479,5,3,1,8610,6,9,17,0,20,20,27,20,,Vistara
2480,10,4,1,14714,6,12,14,0,19,0,5,0,,Jet Airways
2481,7,2,1,12599,3,1,0,30,23,55,23,25,,Air India
2482,8,4,1,9103,5,9,4,55,19,0,14,5,,Multiple carriers
2483,10,4,1,12898,21,5,22,50,4,25,5,35,,Jet Airways
2484,1,1,0,2647,6,6,5,45,7,15,1,30,,SpiceJet
2485,10,1,0,5678,3,3,7,10,8,35,1,25,,Jet Airways
2486,10,4,1,12373,18,5,19,15,12,35,17,20,,Jet Airways
2487,1,3,0,3847,27,3,17,15,19,45,2,30,,SpiceJet
2488,10,3,1,14151,21,5,17,0,18,0,25,0,,Jet Airways
2489,10,4,1,13843,3,6,8,0,4,25,20,25,,Jet Airways
2490,10,2,0,7229,18,5,15,15,18,10,2,55,,Jet Airways
2491,10,1,0,4995,18,6,2,55,4,20,1,25,,Jet Airways
2492,10,4,1,10262,6,6,20,55,4,25,7,30,,Jet Airways
2493,10,4,2,13029,5,9,5,30,4,25,22,55,,Jet Airways
2494,10,4,1,14053,3,9,19,15,4,25,9,10,,Jet Airways
2495,10,2,1,26890,3,1,16,55,7,40,14,45,,Jet Airways
2496,1,3,0,3841,4,1,17,10,19,40,2,30,,SpiceJet
2497,7,2,1,11003,3,1,10,30,22,55,12,25,,Air India
2498,5,2,0,5403,4,9,11,30,14,20,2,50,,Vistara
2499,8,4,1,15342,3,3,8,0,18,50,10,50,,Multiple carriers
2500,7,3,2,12224,6,12,20,30,13,45,17,15,,Air India
2501,3,0,0,6297,15,3,19,35,21,55,2,20,,IndiGo
2502,1,3,1,8844,5,1,15,55,21,25,5,30,,SpiceJet
2503,8,4,1,13377,6,1,14,0,1,30,11,30,,Multiple carriers
2504,4,2,0,5706,3,9,20,55,23,50,2,55,,GoAir
2505,7,4,1,8372,6,12,21,0,7,40,10,40,,Air India
2506,3,4,1,6526,27,5,6,40,21,0,14,20,,IndiGo
2507,3,2,0,4823,6,1,16,55,19,45,2,50,,IndiGo
2508,3,1,0,3175,24,6,16,55,18,25,1,30,,IndiGo
2509,8,4,1,10407,5,6,9,0,19,0,10,0,,Multiple carriers
2510,3,2,0,4423,18,4,4,0,6,50,2,50,,IndiGo
2511,5,3,1,9555,5,9,17,0,20,20,27,20,,Vistara
2512,10,3,1,12681,4,1,16,30,16,20,23,50,,Jet Airways
2513,10,3,1,13059,6,6,14,5,4,40,14,35,,Jet Airways
2514,10,3,1,8586,5,9,16,30,10,5,17,35,,Jet Airways
2515,4,2,0,3419,4,6,20,55,23,40,2,45,,GoAir
2516,1,3,0,3873,6,3,17,10,19,40,2,30,,SpiceJet
2517,7,3,1,10203,6,6,10,0,20,25,10,25,,Air India
2518,10,4,2,13029,27,5,19,30,4,25,8,55,,Jet Airways
2519,10,3,1,10844,15,5,16,30,22,35,6,5,,Jet Airways
2520,10,3,1,11134,24,3,18,55,8,10,13,15,,Jet Airways
2521,5,3,1,8610,6,12,20,20,18,50,22,30,,Vistara
2522,3,3,0,4174,15,4,20,20,22,55,2,35,,IndiGo
2523,10,2,1,11087,3,9,8,0,9,30,25,30,,Jet Airways
2524,1,2,0,3971,18,6,21,10,0,5,2,55,,SpiceJet
2525,10,4,1,17531,4,9,7,5,19,0,11,55,,Jet Airways
2526,1,2,0,3573,6,6,5,55,8,35,2,40,,SpiceJet
2527,7,3,1,8366,5,1,9,25,7,55,22,30,,Air India
2528,7,3,0,13885,3,3,14,15,16,45,2,30,,Air India
2529,8,4,2,18485,6,9,17,50,1,30,7,40,,Multiple carriers
2530,2,3,0,4409,27,4,19,55,22,25,2,30,,Air Asia
2531,5,3,1,8085,5,1,20,20,23,25,27,5,,Vistara
2532,8,4,1,13377,6,6,17,30,1,30,8,0,,Multiple carriers
2533,7,4,2,13538,21,5,13,20,7,40,18,20,,Air India
2534,8,4,1,15147,3,6,19,0,1,35,6,35,,Multiple carriers
2535,10,2,0,4030,27,5,11,10,14,5,2,55,,Jet Airways
2536,8,4,1,14848,6,6,8,0,19,15,11,15,,Multiple carriers
2537,10,2,1,13555,18,3,22,50,8,15,9,25,,Jet Airways
2538,7,4,2,10975,18,5,7,5,9,25,26,20,,Air India
2539,10,4,2,13029,21,5,9,40,12,35,26,55,,Jet Airways
2540,10,3,1,9663,5,12,8,25,9,20,24,55,,Jet Airways
2541,10,1,0,4050,6,1,10,20,11,50,1,30,,Jet Airways
2542,10,4,1,14714,6,3,17,30,4,25,10,55,,Jet Airways
2543,7,2,2,11213,3,1,10,30,21,25,10,55,,Air India
2544,10,2,0,4544,4,9,6,0,8,45,2,45,,Jet Airways
2545,1,3,0,3873,15,6,9,0,11,25,2,25,,SpiceJet
2546,8,4,1,12537,4,9,13,0,21,0,8,0,,Multiple carriers
2547,10,3,1,13067,5,6,9,35,19,10,9,35,,Jet Airways
2548,10,4,2,16704,5,9,23,5,4,25,29,20,,Jet Airways
2549,7,2,1,8714,15,3,6,45,12,15,5,30,,Air India
2550,10,4,2,13376,6,3,14,35,12,35,22,0,,Jet Airways
2551,1,0,0,3597,27,6,8,20,10,35,2,15,,SpiceJet
2552,8,4,1,7670,18,5,12,50,1,30,12,40,,Multiple carriers
2553,7,3,2,14410,24,3,9,50,23,15,37,25,,Air India
2554,7,4,1,7480,15,5,9,45,9,25,23,40,,Air India
2555,10,3,1,13584,5,9,20,0,18,15,22,15,,Jet Airways
2556,10,2,1,25735,3,1,16,55,10,25,17,30,,Jet Airways
2557,10,2,0,4544,4,1,17,45,20,45,3,0,,Jet Airways
2558,8,4,1,8099,21,5,9,15,19,15,10,0,,Multiple carriers
2559,10,3,1,10844,15,5,16,30,4,40,12,10,,Jet Airways
2560,10,4,1,12557,21,3,19,15,4,25,9,10,,Jet Airways
2561,10,4,0,9564,5,9,11,0,14,15,3,15,,Jet Airways
2562,10,2,1,13817,3,12,21,25,9,30,12,5,,Jet Airways
2563,10,3,1,12384,18,5,9,35,19,10,9,35,,Jet Airways
2564,8,4,1,7575,21,5,4,55,19,15,14,20,,Multiple carriers
2565,7,3,2,14120,5,6,16,45,12,0,19,15,,Air India
2566,8,4,1,6916,3,9,7,5,22,20,15,15,,Multiple carriers
2567,8,4,1,7878,27,5,7,10,22,30,15,20,,Multiple carriers
2568,10,2,1,11087,18,3,22,50,20,20,21,30,,Jet Airways
2569,3,3,0,4804,27,4,14,25,16,55,2,30,,IndiGo
2570,1,0,0,3597,15,6,9,45,12,0,2,15,,SpiceJet
2571,7,3,2,12723,15,5,5,50,16,15,34,25,,Air India
2572,3,1,0,2227,15,5,20,5,21,40,1,35,,IndiGo
2573,7,4,1,9929,24,5,7,0,19,15,12,15,,Air India
2574,10,3,1,11841,6,9,21,10,9,20,12,10,,Jet Airways
2575,10,4,1,12373,5,9,11,30,4,25,16,55,,Jet Airways
2576,10,4,1,12898,21,5,20,55,19,0,22,5,,Jet Airways
2577,7,4,2,15113,3,3,5,55,7,40,25,45,,Air India
2578,8,4,1,10529,18,5,11,40,19,0,7,20,,Multiple carriers
2579,7,4,2,8875,27,3,13,5,7,40,18,35,,Air India
2580,10,3,1,10844,15,5,8,25,20,45,12,20,,Jet Airways
2581,7,2,0,15676,3,1,6,10,8,55,2,45,,Air India
2582,10,3,1,7064,4,1,8,25,23,35,15,10,,Jet Airways
2583,10,3,1,10844,6,9,8,25,19,50,11,25,,Jet Airways
2584,10,1,1,19595,3,6,14,0,16,50,26,50,,Jet Airways
2585,10,3,1,13941,5,1,14,5,8,15,18,10,,Jet Airways
2586,3,4,1,6790,21,3,8,35,16,10,7,35,,IndiGo
2587,1,3,0,3841,27,4,9,0,11,25,2,25,,SpiceJet
2588,10,2,1,11087,18,3,11,40,9,0,21,20,,Jet Airways
2589,7,4,2,11491,15,5,19,45,19,15,23,30,,Air India
2590,3,2,0,3943,4,9,5,30,8,20,2,50,,IndiGo
2591,10,2,1,22270,3,1,11,40,7,40,20,0,,Jet Airways
2592,5,2,0,4878,6,9,17,0,19,35,2,35,,Vistara
2593,10,4,1,14714,6,9,22,50,4,25,5,35,,Jet Airways
2594,8,4,1,10877,24,6,6,40,19,0,12,20,,Multiple carriers
2595,7,4,2,9653,15,6,19,45,19,15,23,30,,Air India
2596,10,3,1,14571,24,5,20,0,12,0,16,0,,Jet Airways
2597,10,3,1,7064,4,1,18,55,20,45,25,50,,Jet Airways
2598,3,3,0,5618,3,6,15,20,17,55,2,35,,IndiGo
2599,8,4,1,13727,15,5,14,0,1,30,11,30,,Multiple carriers
2600,5,4,0,4851,4,1,14,40,17,50,3,10,,Vistara
2601,7,3,2,15187,24,3,9,10,21,50,12,40,,Air India
2602,4,2,0,3419,15,5,7,45,10,40,2,55,,GoAir
2603,3,2,0,3943,4,1,6,5,8,50,2,45,,IndiGo
2604,10,4,2,15129,18,5,9,40,12,35,26,55,,Jet Airways
2605,3,2,0,3419,21,6,0,25,3,15,2,50,,IndiGo
2606,7,4,2,10861,21,5,20,0,19,15,23,15,,Air India
2607,3,4,1,7074,21,4,5,10,10,5,4,55,,IndiGo
2608,7,3,2,11542,5,6,9,25,15,5,29,40,,Air India
2609,3,4,1,6968,21,4,6,50,12,10,5,20,,IndiGo
2610,10,2,0,5769,6,12,17,45,20,45,3,0,,Jet Airways
2611,5,3,1,7927,6,12,20,20,22,40,26,20,,Vistara
2612,10,3,1,13044,6,12,18,55,8,15,13,20,,Jet Airways
2613,10,4,2,15129,21,5,23,5,12,35,13,30,,Jet Airways
2614,1,3,0,3841,5,1,9,0,11,25,2,25,,SpiceJet
2615,3,3,0,4804,24,6,20,20,22,55,2,35,,IndiGo
2616,1,2,0,4319,4,12,5,55,8,35,2,40,,SpiceJet
2617,10,4,1,16079,27,5,21,50,19,0,21,10,,Jet Airways
2618,10,2,1,8372,18,3,22,50,5,5,6,15,,Jet Airways
2619,3,4,1,12351,3,9,17,30,1,35,8,5,,IndiGo
2620,10,3,1,13067,5,6,17,0,19,10,26,10,,Jet Airways
2621,10,2,1,13817,3,12,18,55,7,40,12,45,,Jet Airways
2622,1,2,0,3625,21,5,21,10,0,5,2,55,,SpiceJet
2623,7,1,3,18293,3,12,9,40,15,15,29,35,,Air India
2624,5,2,0,5613,4,1,19,30,22,15,2,45,,Vistara
2625,7,4,1,11038,3,6,6,10,8,15,26,5,,Air India
2626,3,2,0,4077,4,3,6,5,8,50,2,45,,IndiGo
2627,8,4,1,6883,27,3,8,0,21,0,13,0,,Multiple carriers
2628,7,2,0,19508,3,3,17,0,19,45,2,45,,Air India
2629,7,2,1,8714,15,3,8,50,23,15,14,25,,Air India
2630,3,3,0,4804,5,1,4,40,7,15,2,35,,IndiGo
2631,8,4,1,15078,3,3,8,0,15,30,7,30,,Multiple carriers
2632,1,3,0,4807,21,4,17,10,19,40,2,30,,SpiceJet
2633,8,4,3,21829,3,6,11,35,21,0,9,25,,Multiple carriers
2634,5,2,0,5403,24,3,11,30,14,10,2,40,,Vistara
2635,10,2,1,26890,3,1,7,0,16,10,9,10,,Jet Airways
2636,4,3,1,7335,18,5,23,30,7,45,8,15,,GoAir
2637,10,4,2,9412,27,3,17,35,4,25,10,50,,Jet Airways
2638,10,3,1,10844,21,5,8,25,19,50,11,25,,Jet Airways
2639,3,2,0,4990,6,6,18,55,21,50,2,55,,IndiGo
2640,10,4,2,16704,27,5,23,5,4,25,29,20,,Jet Airways
2641,7,4,2,7711,4,9,5,55,19,15,37,20,,Air India
2642,10,4,1,10262,6,3,17,30,4,25,10,55,,Jet Airways
2643,8,4,1,6007,24,6,12,50,21,0,8,10,,Multiple carriers
2644,7,3,2,12219,4,1,9,25,5,25,20,0,,Air India
2645,4,2,0,3898,5,1,20,55,23,40,2,45,,GoAir
2646,10,3,1,11467,5,6,17,0,22,5,29,5,,Jet Airways
2647,7,3,2,12534,18,5,8,20,20,25,12,5,,Air India
2648,10,3,1,10844,6,6,8,25,18,15,9,50,,Jet Airways
2649,1,2,0,4377,24,3,5,45,8,35,2,50,,SpiceJet
2650,5,0,0,11982,6,9,17,45,20,5,2,20,,Vistara
2651,1,2,0,4423,6,9,9,30,12,20,2,50,,SpiceJet
2652,10,4,1,17234,3,3,19,15,4,25,9,10,,Jet Airways
2653,5,3,1,8295,4,1,7,10,22,55,15,45,,Vistara
2654,10,4,2,15864,3,6,5,30,19,45,38,15,,Jet Airways
2655,4,2,0,3398,27,5,11,40,14,30,2,50,,GoAir
2656,8,4,1,7198,6,9,13,0,1,30,12,30,,Multiple carriers
2657,10,2,0,7229,4,6,6,0,8,45,2,45,,Jet Airways
2658,10,4,2,13014,6,12,5,30,4,25,22,55,,Jet Airways
2659,7,3,1,6528,5,9,14,35,14,35,24,0,,Air India
2660,10,4,2,13292,6,12,9,35,12,35,27,0,,Jet Airways
2661,10,4,2,15129,21,5,19,10,19,0,23,50,,Jet Airways
2662,7,4,2,11071,15,6,20,0,19,15,23,15,,Air India
2663,1,3,0,4174,21,4,6,55,9,30,2,35,,SpiceJet
2664,8,4,1,11299,27,3,4,0,18,50,14,50,,Multiple carriers
2665,10,4,1,12373,18,5,19,45,12,35,16,50,,Jet Airways
2666,7,2,1,13439,3,1,5,50,9,15,27,25,,Air India
2667,3,3,0,4804,5,1,20,20,22,55,2,35,,IndiGo
2668,7,3,2,11642,5,12,9,25,5,35,20,10,,Air India
2669,3,2,0,3419,18,6,0,25,3,15,2,50,,IndiGo
2670,3,3,2,6103,21,5,6,35,12,10,5,35,,IndiGo
2671,7,3,2,13033,5,9,7,0,1,20,18,20,,Air India
2672,10,2,2,11245,18,3,8,55,15,55,7,0,,Jet Airways
